folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Click_freq,Click_dur,Noise_freq,Noise_dur,Tone_freq,Tone_dur,Siren_freq,Siren_dur,counterbalancing,sex,Left_LeverCueID,Right_LeverCueID,CS_LeftLeverName,CS_RightLeverName,TestCondition,Test,Day,timebins_10,measure,Probability,Value,Freq
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,25,1440,1500,0,0,1,5.17999999999984,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,26,1500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,27,1560,1620,2,0.820000000000164,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,27,1560,1620,2,0.820000000000164,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,Low,2
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,27,1560,1620,2,0.820000000000164,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,27,1560,1620,2,0.820000000000164,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,1
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,28,1620,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,29,1680,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,LP,P100,Low,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,High,0
Test4_Day16,CRFTest4P37,CRFTest4P37_Rat15.csv,15____,37,1,1,C,Marios,221,30,1740,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,F,Noise,Click,D+,C++,P100_HighVsLow,Test4,Day16,3,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,2,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,2,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,2,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,2,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,4,180,240,1,0.799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,4,180,240,1,0.799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,1
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,4,180,240,1,0.799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,4,180,240,1,0.799999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,7,360,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,8,420,480,0,0,8,11.1200000000001,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,8
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,8,420,480,0,0,8,11.1200000000001,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,8,420,480,0,0,8,11.1200000000001,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,4
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,8,420,480,0,0,8,11.1200000000001,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,9,480,540,0,0,9,11.74,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,9
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,9,480,540,0,0,9,11.74,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,9,480,540,0,0,9,11.74,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,4
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,9,480,540,0,0,9,11.74,0,0,0,0,0,0,0,0,0,0,4,4,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,1,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,CS,P100,Low,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,High,0
Test4_Day16,CRFTest4P40,CRFTest4P40_Rat37.csv,37____,40,14,1,C,Marios,220,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,M,Click,Siren,D+,C++,P100_HighVsLow,Test4,Day16,2,LP,P100,Low,0
